subject,class_year,section,theme,subtheme,lesson_link,article_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,product_id,Месяц 1,month_1,Месяц 2,month_2,Месяц 3,month_3,Месяц 4,month_4,Месяц полугодовой,month_p,Порядок раздела (ГОДОВОЙ),theme_complexity,subtheme_complexity,subtheme_goal_threshold,Порядок тем в разделе (полугодовой),Порядок подтем в теме (подугодовой),На какие баллы (полугодовой)
mat,3,Планиметрия,Треугольники. Основы,"Высота, медиана, биссектриса, внешний угол, подобие треугольников",https://umschool.net/lessons/access/UN3evCOXncisqb0F5SEVL2NxJkvq0A05h4Woih3rGfB2KRVPiMuuRAW,,,1,"611,612,613",218,1068,2377,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,70,40,,,
mat,3,Планиметрия,Треугольники. Основы,"Углы, треугольники, площади",https://umschool.net/lessons/access/QW824QLCI09V17OLiLg8pt5GzFSnblbfWpf4xNBHRb4VdYKZpeWVb8i,,,1,"615,625,626,658",218,1068,2378,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,78,40,,,
mat,3,Планиметрия,Треугольники. Основы,Равенства треугольников,https://umschool.net/lessons/access/6NbKw5ldUvfh3iOqB5lb1NOpelODF5w7zVfhgH5Cftm7vkzrlHXatJw,,,1,"617,631",218,1068,2379,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,74,40,,,
mat,3,Планиметрия,Окружность. Основы,"Окружность, углы, секущая",https://umschool.net/lessons/access/C5OpmR2cLVM6IOz9FdxT23lx7X0RnqFnuYHAOcmjTdX9XekpkeidPM8,,,1,"619,692",218,1070,2380,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,68,40,,,
mat,3,Планиметрия,Четырехугольники. Основы,Четырехугольники,https://umschool.net/lessons/access/147qi0CNDYDYZMNhGs1sgYMzPd3HplnTibeNH3DivQE3lUOk4GkAavY,,,1,638,218,1071,2381,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,81,40,,,
mat,3,Планиметрия,Четырехугольники. Основы,Трапеция,https://umschool.net/lessons/access/286eu5mVdfhpH1E86bOfpCdKCy6BvJFONBmRcTCB07KRHmWd7bvYq4Z,,,1,"640,650,673",218,1071,2383,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,79,40,,,
mat,3,Планиметрия,Треугольники. Основы,Свойства медиан,https://umschool.net/lessons/access/y9kK2mn9BrR5tWvBnT7sfr98UUaBTubCugmxr7mUmQQ0LfJ2bOWebIo,,,1,"649,656,678",218,1068,2384,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,75,40,,,
mat,3,Планиметрия,Треугольники. Основы,Площади треугольников,https://umschool.net/lessons/access/xmMUnbqloBYxiO8TSIFVz3zrhZH66A11xfwxh0tjmetP8uKzcS8ponz,,,1,"653,668,697",218,1068,2385,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,71,40,,,
mat,3,Планиметрия,Треугольники. Основы,Подобие треугольников,https://umschool.net/lessons/access/AxG8ZvufLe4WatycoNJiGW1sGoHPbmtSTbc6wBsxkqPq0CcDUmXpTfE,,,1,"654,655,657",218,1068,2386,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,72,40,,,
mat,3,Планиметрия,Окружность. Основы,"Окружность, касательная, секущая, углы",https://umschool.net/lessons/access/dLYQBGaPdBJ1UrRLJbhuz4g7DpoKLfk8pjdGicOSbT7eQNcYZxphwms,,,1,"662,663,664,665,666,690",218,1070,2387,1,,"3645,3687,6839,3985,4027,7005",nov,"3645,3687,6839",mar,"3985,4027,7005",,,,,,,9,1,67,40,,,
mat,3,Планиметрия,Треугольники. Основы,Теорема о пересечении высот треугольника,https://umschool.net/lessons/access/InihfQYOIKMYHvXfwQoKDPxVnpOikpVmjm4yXxI1DIoitlQ8hFMyplP,,,1,670,218,1068,2389,1,,"3813,3855,6924,3813,3855,6924",jan,"3813,3855,6924",jan,"3813,3855,6924",,,,,,,9,1,76,40,,,
mat,3,Планиметрия,Окружности и многоугольники. Основы,Площадь четырехугольника через вписанную окружность,https://umschool.net/lessons/access/2V28DnQCELEzMZ6A8NcVvMXzl3uEdaEiZgj9NYkKLbpEe27EPHep5GU,,,1,"671,672,682,683,684,689,691",218,1072,2390,1,,"3645,3687,6839,3813,3855,6924",nov,"3645,3687,6839",jan,"3813,3855,6924",,,,,,,9,1,65,40,,,
mat,3,Планиметрия,Сложная планиметрия,Взаимное расположение двух окружностей,https://umschool.net/lessons/access/rmPZycDhFb3AWqdyb0FDClU7KFvlgXgHGZmZUvCktFDBTXLF2t0mdAs,,,1,677,218,1073,2391,1,,"3729,3771,6882,3813,3855,6924",dec,"3729,3771,6882",jan,"3813,3855,6924",,,,,,,9,1,1,81,,,
mat,3,Планиметрия,Сложная планиметрия,Теоремы синусов и косинусов,https://umschool.net/lessons/access/OU7br2Lzv423qXLR6Xv91GkRzC55M2crzEslmYkz525KY23eeL7SAkp,,,1,"679,68",218,1073,2392,1,,"3729,3771,6882,3813,3855,6924",dec,"3729,3771,6882",jan,"3813,3855,6924",,,,,,,9,1,1,40,,,
mat,3,Планиметрия,Окружность. Основы,Круг,https://umschool.net/lessons/access/OLm26CMaCwQGO7U71x3KBTdyKDvQ9bQXlSMqWCveyhbzynVgYuoOsqs,,,1,"686,687,688",218,1070,2393,1,,"3729,3771,6882,3813,3855,6924",dec,"3729,3771,6882",jan,"3813,3855,6924",,,,,,,9,1,66,40,,,
mat,3,Планиметрия,Сложная планиметрия,Теорема Фалеса,https://umschool.net/lessons/access/rLtpL89ez95VvMhL0K1CPmcFU3OZaAgwn5b6ugV0024T2DUBDsvAZwi,,,1,"695,696",218,1073,2395,1,,"3729,3771,6882,3813,3855,6924",dec,"3729,3771,6882",jan,"3813,3855,6924",,,,,,,9,1,1,81,,,
mat,3,Планиметрия,Правильный треугольник и шестиугольник,Правильный шестиугольник,https://umschool.net/lessons/access/ONBpjvfSsYnDp1x6SKXMpGX4afgJ42paSHYIytD6tu9MULiDlRh9XVp,,,1,699,218,1069,2396,1,,"3645,3687,6839,3813,3855,6924",nov,"3645,3687,6839",jan,"3813,3855,6924",,,,,,,9,1,69,40,,,
mat,3,Стереометрия,Углы и взаимное расположение прямых и плоскостей,Угол между прямыми в пространстве,https://umschool.net/lessons/access/t4ZRXqZPDLRfTmahIFzW7cb8RAcV1nvjM8KQctkPqB5QhJpSsM8qEHa,,,1,"802,804,805",219,1120,2397,1,,"3813,3855,6924,3985,4027,7005",jan,"3813,3855,6924",mar,"3985,4027,7005",,,,,,,6,1,56,81,,,
mat,3,Стереометрия,Углы и взаимное расположение прямых и плоскостей,Угол между прямыми и плоскостями,https://umschool.net/lessons/access/Pei9IvARGC0WGZCxSI5vcvC0CnKQY60ClRrTRySmXTO8WMVSA3QiPAV,,,1,"803,806,810,811",219,1120,2398,1,,"3813,3855,6924,3985,4027,7005",jan,"3813,3855,6924",mar,"3985,4027,7005",,,,,,,6,1,57,81,,,
mat,3,Стереометрия,Углы и взаимное расположение прямых и плоскостей,Ттп,https://umschool.net/lessons/access/FHsQkstUug7AHbPKCj9eJD4GpU6nqnO6EcvxSgOQgKyzHNQT91mABby,,,1,"807,809,812",219,1120,2399,1,,"3813,3855,6924,3901,3943,6966",jan,"3813,3855,6924",feb,"3901,3943,6966",,,,,,,6,1,55,81,,,
mat,3,Стереометрия,Многогранники,Куб,https://umschool.net/lessons/access/bT6QNFruXOnDNyjIXwz5sbqWfEZcIPp6k06cme45WLMUESm5HzM6LJg,,,1,"813,814,815,816",219,1075,2402,1,,"3645,3687,6839,3901,3943,6966",nov,"3645,3687,6839",feb,"3901,3943,6966",,,,,,,6,1,92,40,,,
mat,3,Стереометрия,Многогранники,"Призма, прямоугольный параллелепипед",https://umschool.net/lessons/access/kM3Cqe2NQozOx9CdyYNOjJxzl0TmMTPDa56Wxd6OH6GbSrevH8u6IUI,,,1,"817,818,819,820,821,822,823,824,825,826",219,1075,2403,1,,"3645,3687,6839,3901,3943,6966",nov,"3645,3687,6839",feb,"3901,3943,6966",,,,,,,6,1,84,61,,,
mat,3,Стереометрия,Многогранники,Пирамида,https://umschool.net/lessons/access/nc13y0xrZoXiIiTWaiXzZzeek78B3DLBt34hclNfjMZ79aoSYmgkQtB,,,1,"827,828,829,830,831,832,833,862,863",219,1075,2404,1,,"3645,3687,6839,3901,3943,6966",nov,"3645,3687,6839",feb,"3901,3943,6966",,,,,,,6,1,83,61,,,
mat,3,Стереометрия,Тела вращения,Фигуры вращения,https://umschool.net/lessons/access/RRkQABRHT1biyh2dnnteb24Cu2nyCKNTTE92UAE5oH8LqQCRqoEgZ4Y,,,1,"835,836,837,838,839,841,842,843,844,845,846,847,848,849",219,1076,2405,1,,"3645,3687,6839,3901,3943,6966",nov,"3645,3687,6839",feb,"3901,3943,6966",,,,,,,6,1,58,40,,,
mat,3,Стереометрия,Сечения,Построение сечений,https://umschool.net/lessons/access/EExiX8jEwZkyk0huHpab5ssksRghndgNuZZjYc5L7mEcQyLoCAI5wff,,,1,854,219,1122,2407,1,,"3813,3855,6924,3985,4027,7005",jan,"3813,3855,6924",mar,"3985,4027,7005",,,,,,,6,1,63,81,,,
mat,3,Стереометрия,Сечения,"Построение сечений, метод следов",https://umschool.net/lessons/access/UrNTdhfm4Vw9EMxo7cjw540LfzmwkiBQbUozTC4qzndb08DJkLWQyuu,,,1,855,219,1122,2408,1,,"3813,3855,6924,3985,4027,7005",jan,"3813,3855,6924",mar,"3985,4027,7005",,,,,,,6,1,54,81,,,
mat,3,"Теория вероятностей, комбинаторика, статистика",Классическое определение вероятности,"Классическая вероятность, введение",https://umschool.net/lessons/access/IJC9QFfI3NsXrUenLRbjPopowbcvkyKXVOodXKDDmXiiM0BQcbxRnaW,,,1,"901,902,903,906",220,1077,2409,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,8,1,1,40,,,
mat,3,"Теория вероятностей, комбинаторика, статистика",Теоремы о вероятностях событий,"Вероятностные события, основные определения",https://umschool.net/lessons/access/brkLuoUafzDvxoERqI04idFMAfXZ1Zb3xR0iwzRDiaveducOuUII983,,,1,"904,905,907,908,926,927,928",220,1078,2410,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,8,1,1,40,,,
mat,3,"Теория вероятностей, комбинаторика, статистика",Теоремы о вероятностях событий,Дерево вероятностей,https://umschool.net/lessons/access/DgRPLzLwbTeMvApYFOxbhHahGYrsutm79rmq9mNbYXN0v2RjxEizNgk,,,1,929,220,1078,2411,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,8,1,1,40,,,
mat,3,"Теория вероятностей, комбинаторика, статистика",Теоремы о вероятностях событий,Геометрический смысл вероятностей,https://umschool.net/lessons/access/i8riH0lnYrhiHQxnRLye37fgjUxTfRXXrzPdsL7wX7HVX7TvRukkHcq,,,1,931,220,1078,2412,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,8,1,1,40,,,
mat,3,Текстовые задачи,Текстовые задачи с прикладным содержанием,Рациональные уравнения и неравенства,https://umschool.net/lessons/access/WggTFkNBZhs9xIKfgLxRiFeA0qxWlHKpVYxFys4SrgYLGs658C7VE0y,,,1,"1001,1004",221,1081,2413,1,,"3477,3519,6756,4069,4111,7050",sep,"3477,3519,6756",apr,"4069,4111,7050",,,,,,,5,1,21,61,,,
mat,3,Текстовые задачи,Текстовые задачи с прикладным содержанием,Сложные текстовые задачи с прикладным содержанием,https://umschool.net/lessons/access/odbluuqnzlocHpGWcKdvkRupuGnY02x7Rv9aukEVZnwRH7LhX7Zly2r,,,1,1005,221,1081,2414,1,,"3477,3519,6756,4069,4111,7050",sep,"3477,3519,6756",apr,"4069,4111,7050",,,,,,,5,1,22,40,,,
mat,3,Текстовые задачи,Движение по прямой,Движение по прямой и средняя скорость,https://umschool.net/lessons/access/R5xOkbpcyvB9xBF5QurgYXzD2AZ88WSvfA8HeixSWfgdFAUMlleJGpj,,,1,"1006,1012",221,1082,2415,1,,"3477,3519,6756,4069,4111,7050",sep,"3477,3519,6756",apr,"4069,4111,7050",,,,,,,5,1,22,40,,,
mat,3,Текстовые задачи,Совместная работа,Совместная работа,https://umschool.net/lessons/access/dbBnU8HOtwax1ithf1TnBfOTwdatHI0XSV001gYERSHzbpu811pV0CC,,,1,1008,221,1084,2416,1,,"3477,3519,6756,4069,4111,7050",sep,"3477,3519,6756",apr,"4069,4111,7050",,,,,,,5,1,30,40,,,
mat,3,Текстовые задачи,"Проценты, смеси и сплавы",Задачи на смеси и сплавы,https://umschool.net/lessons/access/NwJZ64JsX8rudbaHi8fOngjfr3Chpz5sneYhb4d7WCKzhwFg8aRaqpX,,,1,1011,221,1085,2417,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,5,1,29,40,,,
mat,3,Текстовые задачи,Движение по прямой,Относительная скорость,https://umschool.net/lessons/access/CD1q57uUEipS7sWz1AZ6JAkP4R0YWn8HiHHWFHkuAewXeBunPBi2iwx,,,1,"1013,1014",221,1082,2418,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,5,1,25,40,,,
mat,3,Текстовые задачи,Задачи на прогрессии,Задачи на прогрессии,https://umschool.net/lessons/access/BJPlgvG8Lx4EWlyFkHbKEnYmd2manHVStg5OQbfErikiikMVdMyFzu9,,,1,1015,221,1123,2419,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,5,1,27,40,,,
mat,3,Текстовые задачи,Движение по окружности,Движение по окружности,https://umschool.net/lessons/access/znH5ZI18ijtQ69eos12qoeAn995BsZRmyVivs2J1ybv4vOP6GBO9Vgs,,,1,1016,221,1087,2420,1,,"3561,3603,6797,4069,4111,7050",oct,"3561,3603,6797",apr,"4069,4111,7050",,,,,,,5,1,26,40,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Кредиты: аннуитетная схема платежей,Теория на аннуитетный платеж,https://umschool.net/lessons/access/gpJh90aMqDPQHfZDoKwHT9nvAG8F0r2r7FfmpCItZ5Y234HVg4l4wW4,,,1,1101,222,1088,2421,1,,"3645,3687,6839,4069,4111,7050",nov,"3645,3687,6839",apr,"4069,4111,7050",,,,,,,2,1,1,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Кредиты: дифференцированная схема платежей,Теория на дифференцированный платеж,https://umschool.net/lessons/access/eXuRliKY8gBRb2cbNOZUfaPBoE4l5g9Ddnx3EDJlqQvAVIaOhR5aUCg,,,1,1102,222,1089,2422,1,,"3645,3687,6839,4069,4111,7050",nov,"3645,3687,6839",apr,"4069,4111,7050",,,,,,,2,1,101,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Задачи на оптимальный выбор,Введение в отимизацию,https://umschool.net/lessons/access/0A2lIqFpMOZN1QTyVGO5ZRYGcCg4t1MBGF8WHOClw36tSBLuUysjBfw,,,1,1106,222,1092,2425,1,,"3729,3771,6882,4153,4195,7087",dec,"3729,3771,6882",may,"4153,4195,7087",,,,,,,2,1,104,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Вклады,Теория на процент,https://umschool.net/lessons/access/Y2xamaFJDchR2zVCFflpaIjFLrIIJ8BLsRMXcyvzvzbFaEWjV0vIz1o,,,1,1108,222,1091,2426,1,,"3645,3687,6839,4069,4111,7050",nov,"3645,3687,6839",apr,"4069,4111,7050",,,,,,,2,1,99,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Введение в параметры,Основы параметров,https://umschool.net/lessons/access/jHYfjczb404CtzJRxeYcAUEfyNYfn09O8a01ox82n5jTvSkOEuNEWb2,,,1,"1109,1110,1111,1115",222,1124,2427,1,,"3477,3519,6756,3813,3855,6924",sep,"3477,3519,6756",jan,"3813,3855,6924",,,,,,,2,1,1,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Задачи с параметром,Системы уравнений с параметром,https://umschool.net/lessons/access/CXESjO5eVD5GS41vzGMyPRAj0U06WpW8IERVrWcIb2n97b79niAqAK5,,,1,1113,222,1104,2429,1,,"3477,3519,6756,3813,3855,6924",sep,"3477,3519,6756",jan,"3813,3855,6924",,,,,,,2,1,33,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Задачи с параметром,Иррациональные уравнения с параметром,https://umschool.net/lessons/access/GulFCrFBDAli1egFvGfoNK3D8B6YqH6qXuBhyK3DpP15TtQVpkUM6r5,,,1,"1114,1123",222,1104,2430,1,,"3477,3519,6756,3813,3855,6924",sep,"3477,3519,6756",jan,"3813,3855,6924",,,,,,,2,1,1,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Задачи с параметром,Системы неравенств с параметром,https://umschool.net/lessons/access/nbD7bD3F0mX7helEgeMljEBq4gmu3F92np5216YUupbBVbCXgrMXRLa,,,1,1116,222,1104,2431,1,,"3477,3519,6756,3813,3855,6924",sep,"3477,3519,6756",jan,"3813,3855,6924",,,,,,,2,1,1,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Задачи с параметром,Квадратичные неравенства с параметром,https://umschool.net/lessons/access/7vROX3OzmBgJkVP6xh6R8gN6a4lMpyHDBKubfgC71jp6wqMwQeOAzaR,,,1,1117,222,1104,2432,1,,"3477,3519,6756,3813,3855,6924",sep,"3477,3519,6756",jan,"3813,3855,6924",,,,,,,2,1,1,81,,,
mat,3,"Финансовая математика, задача с параметром, числа и их свойства",Задачи с параметром,Иррациональные неравенства с параметром,https://umschool.net/lessons/access/UUeiURYFpAOBzPNOdOZszMH1B0s82GfEgq7AjK89dG3RXEmIqsCcBA1,,,1,1118,222,1104,2433,1,,"3985,4027,7005,3901,3943,6966",mar,"3985,4027,7005",feb,"3901,3943,6966",,,,,,,2,1,1,81,,,
